,sentiment,partisan_lean,state,Age.Percent Under 5 Years,Age.Percent Under 18 Years,Age.Percent 65 and Older,Miscellaneous.Percent Female,Ethnicities.White Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,date,state percent vaccinated,state_rate_0,state_rate-7,state_rate+7,state_rate+14,US percent vaccinated,US_rate_0,US_rate-7,US_rate+7,US_rate+14,lottery
354,0.5,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-02,47.19,7108.0,9267.0,5688.0,6290.0,46.38,7335.0,8289.0,6104.0,5671.0,0
355,0.0,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-02,57.3,12192.0,12566.0,10232.0,9030.0,46.38,7335.0,8289.0,6104.0,5671.0,0
356,-0.25,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-03,49.79,8066.0,9819.0,7433.0,6883.0,46.57,7153.0,8206.0,5950.0,5765.0,False
358,0.0681818181818181,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-03,57.54,11352.0,12710.0,10959.0,8588.0,46.57,7153.0,8206.0,5950.0,5765.0,0
359,0.0,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-02,57.3,12192.0,12566.0,10232.0,9030.0,46.38,7335.0,8289.0,6104.0,5671.0,0
360,0.2472727272727273,0.6019504908807785,Connecticut,5.1,20.4,17.7,51.2,79.7,12.2,16.9,39.3,2021-05-02,55.56,9783.0,11445.0,8491.0,7731.0,46.38,7335.0,8289.0,6104.0,5671.0,0
361,0.0,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-03,41.27,5191.0,7106.0,4611.0,4051.0,46.57,7153.0,8206.0,5950.0,5765.0,0
363,0.1,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-03,47.37,6707.0,8870.0,6091.0,6161.0,46.57,7153.0,8206.0,5950.0,5765.0,0
366,-0.2,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-03,41.27,5191.0,7106.0,4611.0,4051.0,46.57,7153.0,8206.0,5950.0,5765.0,0
367,0.2909090909090909,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-03,35.38,6058.0,6304.0,5063.0,3802.0,46.57,7153.0,8206.0,5950.0,5765.0,0
1,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
2,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
3,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
4,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
5,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
7,0.2681818181818182,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-07,48.23,5821.0,7931.0,6112.0,6040.0,47.53,6352.0,7539.0,5400.0,5527.0,0
10,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
11,0.2681818181818182,0.3578756672201685,Arkansas,6.2,23.2,17.4,50.9,79.0,15.7,7.8,23.0,2021-05-07,36.4,4027.0,4689.0,3155.0,3025.0,47.53,6352.0,7539.0,5400.0,5527.0,False
12,0.0,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
13,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
14,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
15,0.3454545454545454,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-07,36.07,5044.0,6420.0,4355.0,3387.0,47.53,6352.0,7539.0,5400.0,5527.0,0
17,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
21,0.3787878787878787,0.512231173400438,Nevada,6.0,22.5,16.1,49.8,73.9,10.3,29.2,24.7,2021-05-07,40.89,5396.0,5976.0,5103.0,5357.0,47.53,6352.0,7539.0,5400.0,5527.0,0
22,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
23,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
24,0.2681818181818182,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
25,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
26,0.1090909090909091,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
27,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
28,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
29,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
30,0.2681818181818182,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-07,49.14,8080.0,9386.0,6488.0,6823.0,47.53,6352.0,7539.0,5400.0,5527.0,0
31,0.2681818181818182,0.5962674416498447,Delaware,5.6,20.9,19.4,51.7,69.2,23.2,9.6,32.0,2021-05-07,48.62,7447.0,9503.0,6028.0,4701.0,47.53,6352.0,7539.0,5400.0,5527.0,0
32,-0.5,0.3278259157710337,North Dakota,7.1,23.6,15.7,48.8,86.9,3.4,4.1,30.0,2021-05-07,39.81,2510.0,4000.0,2441.0,2068.0,47.53,6352.0,7539.0,5400.0,5527.0,0
34,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
35,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
37,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
38,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
39,0.4454545454545455,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
41,0.1162878787878788,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-07,36.07,5044.0,6420.0,4355.0,3387.0,47.53,6352.0,7539.0,5400.0,5527.0,0
42,0.2681818181818182,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-07,49.14,8080.0,9386.0,6488.0,6823.0,47.53,6352.0,7539.0,5400.0,5527.0,0
43,0.2681818181818182,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-07,59.21,10694.0,12675.0,9649.0,8229.0,47.53,6352.0,7539.0,5400.0,5527.0,0
45,0.2681818181818182,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-07,43.99,5984.0,8068.0,5682.0,5323.0,47.53,6352.0,7539.0,5400.0,5527.0,0
46,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
47,0.2681818181818182,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
51,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
52,0.2840909090909091,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
53,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
54,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
55,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
58,0.2681818181818182,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-07,59.21,10694.0,12675.0,9649.0,8229.0,47.53,6352.0,7539.0,5400.0,5527.0,0
59,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
60,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
61,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
62,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
63,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
65,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
66,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
68,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
69,0.2787878787878788,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
70,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
72,0.3840909090909091,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-07,43.99,5984.0,8068.0,5682.0,5323.0,47.53,6352.0,7539.0,5400.0,5527.0,0
73,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
75,0.2681818181818182,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-07,36.07,5044.0,6420.0,4355.0,3387.0,47.53,6352.0,7539.0,5400.0,5527.0,0
76,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
77,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
78,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
79,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
80,0.2681818181818182,0.3930639487814836,Utah,7.7,29.0,11.4,49.6,90.6,1.5,14.4,34.0,2021-05-07,40.72,5659.0,4930.0,6228.0,4806.0,47.53,6352.0,7539.0,5400.0,5527.0,0
81,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
82,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
83,0.5278409090909091,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
84,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
85,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
86,0.2681818181818182,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
87,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
88,0.2681818181818182,0.4216417935559855,Missouri,6.0,22.3,17.3,50.9,82.9,11.8,4.4,29.2,2021-05-07,38.64,4566.0,6868.0,4297.0,3724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
92,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
93,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
94,0.2681818181818182,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
96,0.2681818181818182,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
97,0.2681818181818182,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-07,43.99,5984.0,8068.0,5682.0,5323.0,47.53,6352.0,7539.0,5400.0,5527.0,0
99,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
100,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
102,0.1787878787878788,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
103,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
104,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
106,0.2681818181818182,0.6503266464651488,Hawaii,6.0,21.2,19.0,50.0,25.5,2.2,10.7,33.0,2021-05-07,58.25,14558.0,10786.0,5229.0,10520.0,47.53,6352.0,7539.0,5400.0,5527.0,0
107,0.2681818181818182,0.5031906326653399,Wisconsin,5.7,21.8,17.5,50.2,87.0,6.7,7.1,30.1,2021-05-07,46.79,5651.0,7757.0,5153.0,4476.0,47.53,6352.0,7539.0,5400.0,5527.0,0
108,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
109,0.2590909090909091,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
111,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
112,0.2681818181818182,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
113,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
116,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
121,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
122,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
126,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
127,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
128,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
129,0.2787878787878788,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
131,0.3454545454545454,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
132,0.2681818181818182,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
133,0.2681818181818182,0.6503266464651488,Hawaii,6.0,21.2,19.0,50.0,25.5,2.2,10.7,33.0,2021-05-07,58.25,14558.0,10786.0,5229.0,10520.0,47.53,6352.0,7539.0,5400.0,5527.0,0
134,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
135,0.1073593073593073,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
136,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
137,0.2681818181818182,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
140,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
142,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
143,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
148,0.2681818181818182,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
149,0.1454545454545454,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
151,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
152,0.2681818181818182,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
154,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
155,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
157,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
159,0.2681818181818182,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
161,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
162,0.1787878787878788,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-07,43.45,6150.0,7302.0,6441.0,5423.0,47.53,6352.0,7539.0,5400.0,5527.0,0
